🇨🇳湖北电信,#genre#
新疆卫视,http://119.100.208.52:11223/rtp/239.69.2.30:11334
兵团卫视,http://119.100.208.52:11223/rtp/239.69.2.32:11346
青海卫视,http://119.100.208.52:11223/rtp/239.69.2.24:11298
陕西卫视,http://119.100.208.52:11223/rtp/239.69.2.42:11406
甘肃卫视,http://119.100.208.52:11223/rtp/239.69.2.23:11292
东方卫视,http://119.100.208.52:11223/rtp/239.254.98.142:8926
中央新影•中学生,http://119.100.208.52:11223/rtp/239.69.2.17:11256
中央新影•老故事,http://119.100.208.52:11223/rtp/239.69.1.85:10150
中国教育1台,http://119.100.208.52:11223/rtp/239.69.1.110:10298
中国教育3台,http://119.100.208.52:11223/rtp/239.69.1.183:10734
中国教育4台,http://119.100.208.52:11223/rtp/239.69.1.175:10686
欢笑剧场4K,http://119.100.208.52:11223/rtp/239.69.2.5:11184
CHC高清电影,http://119.100.208.52:11223/rtp/239.69.1.241:11088
CHC动作电影,http://119.100.208.52:11223/rtp/239.69.1.242:11094
CHC家庭影院,http://119.100.208.52:11223/rtp/239.69.1.243:11100
怀旧剧场,http://119.100.208.52:11223/rtp/239.69.1.89:10174
风云音乐,http://119.100.208.52:11223/rtp/239.69.1.90:10180
世界地理,http://119.100.208.52:11223/rtp/239.69.1.91:10186
第一剧场,http://119.100.208.52:11223/rtp/239.69.1.74:10084
北京卡酷少儿,http://119.100.208.52:11223/rtp/239.69.1.193:10800
湖南金鹰卡通,http://119.100.208.52:11223/rtp/239.69.1.248:11130
新动漫,http://119.100.208.52:11223/rtp/239.69.1.187:10764
湖南金鹰纪实,http://119.100.208.52:11223/rtp/239.69.1.109:10292

湖北经视,http://vms007.x3322.net:5858/rtp/239.69.1.41:9886
湖北综合,http://vms007.x3322.net:5858/rtp/239.69.1.42:9892
湖北垄上,http://vms007.x3322.net:5858/rtp/239.69.1.43:9898
湖北公共,http://vms007.x3322.net:5858/rtp/239.69.1.40:9880
湖北影视,http://vms007.x3322.net:5858/rtp/239.69.1.204:10866
湖北教育,http://vms007.x3322.net:5858/rtp/239.69.1.206:10878
湖北生活,http://vms007.x3322.net:5858/rtp/239.69.1.205:10872
CCTV4K,http://vms007.x3322.net:5858/rtp/239.69.1.111:10304
北京卫视4K,http://vms007.x3322.net:5858/rtp/239.69.2.22:11286
四川卫视4K,http://vms007.x3322.net:5858/rtp/239.69.2.39:11388
山东卫视4K,http://vms007.x3322.net:5858/rtp/239.69.2.38:11382
广东卫视4K,http://vms007.x3322.net:5858/rtp/239.69.2.27:11316
江苏卫视4K,http://vms007.x3322.net:5858/rtp/239.69.2.36:11370
浙江卫视4K,http://vms007.x3322.net:5858/rtp/239.69.2.35:11364
深圳卫视4K,http://vms007.x3322.net:5858/rtp/239.69.2.28:11322
湖南卫视4K,http://vms007.x3322.net:5858/rtp/239.69.2.34:11358
东方卫视4K,http://vms007.x3322.net:5858/rtp/239.69.2.37:11376
CCTV1,http://vms007.x3322.net:5858/rtp/239.254.96.96:8550
CCTV2,http://vms007.x3322.net:5858/rtp/239.69.1.102:10250
CCTV3,http://vms007.x3322.net:5858/rtp/239.69.1.122:10370
CCTV4,http://vms007.x3322.net:5858/rtp/239.69.1.138:10466
CCTV5,http://vms007.x3322.net:5858/rtp/239.69.1.123:10376
CCTV5+,http://vms007.x3322.net:5858/rtp/239.254.96.234:9484
CCTV6,http://vms007.x3322.net:5858/rtp/239.69.1.124:10382
CCTV7,http://vms007.x3322.net:5858/rtp/239.69.1.103:10256
CCTV8,http://vms007.x3322.net:5858/rtp/239.69.1.125:10388
CCTV9,http://vms007.x3322.net:5858/rtp/239.69.1.104:10262
CCTV10,http://vms007.x3322.net:5858/rtp/239.69.1.105:10268
CCTV11,http://vms007.x3322.net:5858/rtp/239.69.1.154:10560
CCTV12,http://vms007.x3322.net:5858/rtp/239.69.1.106:10274
CCTV13,http://vms007.x3322.net:5858/rtp/239.254.96.161:9040
CCTV14,http://vms007.x3322.net:5858/rtp/239.69.1.107:10280
CCTV15,http://vms007.x3322.net:5858/rtp/239.69.1.155:10566
CCTV16-4K,http://vms007.x3322.net:5858/rtp/239.69.1.249:11136
CCTV16-4K,http://vms007.x3322.net:5858/rtp/239.69.1.13:9718
CCTV17,http://vms007.x3322.net:5858/rtp/239.69.1.152:10548
凤凰资讯台,http://vms007.x3322.net:5858/rtp/239.69.2.19:11268
凤凰中文台,http://vms007.x3322.net:5858/rtp/239.69.2.20:11274
湖北卫视,http://vms007.x3322.net:5858/rtp/239.254.96.115:8664
湖南卫视,http://vms007.x3322.net:5858/rtp/239.254.96.139:8908
浙江卫视,http://vms007.x3322.net:5858/rtp/239.254.96.143:8932
江苏卫视,http://vms007.x3322.net:5858/rtp/239.254.96.144:8938
北京卫视,http://vms007.x3322.net:5858/rtp/239.254.96.141:8920
广东卫视,http://vms007.x3322.net:5858/rtp/239.254.96.140:8914
深圳卫视,http://vms007.x3322.net:5858/rtp/239.254.96.137:8896
黑龙江卫视,http://vms007.x3322.net:5858/rtp/239.254.96.138:8902
天津卫视,http://vms007.x3322.net:5858/rtp/239.69.1.68:10048
山东卫视,http://vms007.x3322.net:5858/rtp/239.69.1.69:10054
安徽卫视,http://vms007.x3322.net:5858/rtp/239.69.1.70:10060
辽宁卫视,http://vms007.x3322.net:5858/rtp/239.69.1.71:10066
东南卫视,http://vms007.x3322.net:5858/rtp/239.69.1.108:10286
江西卫视,http://vms007.x3322.net:5858/rtp/239.69.1.126:10394
重庆卫视,http://vms007.x3322.net:5858/rtp/239.69.1.149:10530
贵州卫视,http://vms007.x3322.net:5858/rtp/239.69.1.150:10536
河南卫视,http://vms007.x3322.net:5858/rtp/239.69.1.168:10644
四川卫视,http://vms007.x3322.net:5858/rtp/239.69.1.169:10650
河北卫视,http://vms007.x3322.net:5858/rtp/239.69.1.157:10578
海南卫视,http://vms007.x3322.net:5858/rtp/239.69.1.151:10542
宁夏卫视,http://vms007.x3322.net:5858/rtp/239.69.2.33:11352
广西卫视,http://vms007.x3322.net:5858/rtp/239.69.1.191:10788
吉林卫视,http://vms007.x3322.net:5858/rtp/239.69.1.212:10914
山西卫视,,http://vms007.x3322.net:5858/rtp/239.254.96.93:8532
云南卫视,http://vms007.x3322.net:5858/rtp/239.69.2.25:11304
西藏卫视,http://vms007.x3322.net:5858/rtp/239.69.2.31:11340
内蒙古卫视,http://vms007.x3322.net:5858/rtp/239.69.2.43:11412
新疆卫视,http://vms007.x3322.net:5858/rtp/239.69.2.30:11334
兵团卫视,http://vms007.x3322.net:5858/rtp/239.69.2.32:11346
青海卫视,http://vms007.x3322.net:5858/rtp/239.69.2.24:11298
陕西卫视,http://vms007.x3322.net:5858/rtp/239.69.2.42:11406
甘肃卫视,http://vms007.x3322.net:5858/rtp/239.69.2.23:11292
东方卫视,http://vms007.x3322.net:5858/rtp/239.254.96.142:8926
中央新影•中学生,http://vms007.x3322.net:5858/rtp/239.69.2.17:11256
中央新影•老故事,http://vms007.x3322.net:5858/rtp/239.69.1.85:10150
中国教育1台,http://vms007.x3322.net:5858/rtp/239.69.1.110:10298
中国教育3台,http://vms007.x3322.net:5858/rtp/239.69.1.183:10734
中国教育4台,http://vms007.x3322.net:5858/rtp/239.69.1.175:10686
欢笑剧场4K,http://vms007.x3322.net:5858/rtp/239.69.2.5:11184
CHC高清电影,http://vms007.x3322.net:5858/rtp/239.69.1.241:11088
CHC动作电影,http://vms007.x3322.net:5858/rtp/239.69.1.242:11094
CHC家庭影院,http://vms007.x3322.net:5858/rtp/239.69.1.243:11100
怀旧剧场,http://vms007.x3322.net:5858/rtp/239.69.1.89:10174
风云音乐,http://vms007.x3322.net:5858/rtp/239.69.1.90:10180
世界地理,http://vms007.x3322.net:5858/rtp/239.69.1.91:10186
第一剧场,http://vms007.x3322.net:5858/rtp/239.69.1.74:10084
北京卡酷少儿,http://vms007.x3322.net:5858/rtp/239.69.1.193:10800
湖南金鹰卡通,http://vms007.x3322.net:5858/rtp/239.69.1.248:11130
新动漫,http://vms007.x3322.net:5858/rtp/239.69.1.187:10764
湖南金鹰纪实,http://vms007.x3322.net:5858/rtp/239.69.1.109:10292

湖北经视,http://mc.fxxkcar.com:7088/rtp/239.69.1.41:9886
湖北综合,http://mc.fxxkcar.com:7088/rtp/239.69.1.42:9892
湖北垄上,http://mc.fxxkcar.com:7088/rtp/239.69.1.43:9898
湖北公共,http://mc.fxxkcar.com:7088/rtp/239.69.1.40:9880
湖北影视,http://mc.fxxkcar.com:7088/rtp/239.69.1.204:10866
湖北教育,http://mc.fxxkcar.com:7088/rtp/239.69.1.206:10878
湖北生活,http://mc.fxxkcar.com:7088/rtp/239.69.1.205:10872
CCTV4K,http://mc.fxxkcar.com:7088/rtp/239.69.1.111:10304
北京卫视4K,http://mc.fxxkcar.com:7088/rtp/239.69.2.22:11286
四川卫视4K,http://mc.fxxkcar.com:7088/rtp/239.69.2.39:11388
山东卫视4K,http://mc.fxxkcar.com:7088/rtp/239.69.2.38:11382
广东卫视4K,http://mc.fxxkcar.com:7088/rtp/239.69.2.27:11316
江苏卫视4K,http://mc.fxxkcar.com:7088/rtp/239.69.2.36:11370
浙江卫视4K,http://mc.fxxkcar.com:7088/rtp/239.69.2.35:11364
深圳卫视4K,http://mc.fxxkcar.com:7088/rtp/239.69.2.28:11322
湖南卫视4K,http://mc.fxxkcar.com:7088/rtp/239.69.2.34:11358
东方卫视4K,http://mc.fxxkcar.com:7088/rtp/239.69.2.37:11376
CCTV1,http://mc.fxxkcar.com:7088/rtp/239.253.152.96:8550
CCTV2,http://mc.fxxkcar.com:7088/rtp/239.69.1.102:10250
CCTV3,http://mc.fxxkcar.com:7088/rtp/239.69.1.122:10370
CCTV4,http://mc.fxxkcar.com:7088/rtp/239.69.1.138:10466
CCTV5,http://mc.fxxkcar.com:7088/rtp/239.69.1.123:10376
CCTV5+,http://mc.fxxkcar.com:7088/rtp/239.254.96.234:9484
CCTV6,http://mc.fxxkcar.com:7088/rtp/239.69.1.124:10382
CCTV7,http://mc.fxxkcar.com:7088/rtp/239.69.1.103:10256
CCTV8,http://mc.fxxkcar.com:7088/rtp/239.69.1.125:10388
CCTV9,http://mc.fxxkcar.com:7088/rtp/239.69.1.104:10262
CCTV10,http://mc.fxxkcar.com:7088/rtp/239.69.1.105:10268
CCTV11,http://mc.fxxkcar.com:7088/rtp/239.69.1.154:10560
CCTV12,http://mc.fxxkcar.com:7088/rtp/239.69.1.106:10274
CCTV13,http://mc.fxxkcar.com:7088/rtp/239.253.152.161:9040
CCTV14,http://mc.fxxkcar.com:7088/rtp/239.69.1.107:10280
CCTV15,http://mc.fxxkcar.com:7088/rtp/239.69.1.155:10566
CCTV16-4K,http://mc.fxxkcar.com:7088/rtp/239.69.1.249:11136
CCTV16-4K,http://mc.fxxkcar.com:7088/rtp/239.69.1.13:9718
CCTV17,http://mc.fxxkcar.com:7088/rtp/239.69.1.152:10548
凤凰资讯台,http://mc.fxxkcar.com:7088/rtp/239.69.2.19:11268
凤凰中文台,http://mc.fxxkcar.com:7088/rtp/239.69.2.20:11274
湖北卫视,http://mc.fxxkcar.com:7088/rtp/239.254.96.115:8664
湖南卫视,http://mc.fxxkcar.com:7088/rtp/239.254.96.139:8908
浙江卫视,http://mc.fxxkcar.com:7088/rtp/239.254.96.143:8932
江苏卫视,http://mc.fxxkcar.com:7088/rtp/239.254.96.144:8938
北京卫视,http://mc.fxxkcar.com:7088/rtp/239.254.96.141:8920
广东卫视,http://mc.fxxkcar.com:7088/rtp/239.254.96.140:8914
深圳卫视,http://mc.fxxkcar.com:7088/rtp/239.254.96.137:8896
黑龙江卫视,http://mc.fxxkcar.com:7088/rtp/239.254.96.138:8902
天津卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.68:10048
山东卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.69:10054
安徽卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.70:10060
辽宁卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.71:10066
东南卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.108:10286
江西卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.126:10394
重庆卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.149:10530
贵州卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.150:10536
河南卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.168:10644
四川卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.169:10650
河北卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.157:10578
海南卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.151:10542
宁夏卫视,http://mc.fxxkcar.com:7088/rtp/239.69.2.33:11352
广西卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.191:10788
吉林卫视,http://mc.fxxkcar.com:7088/rtp/239.69.1.212:10914
山西卫视,,http://mc.fxxkcar.com:7088/rtp/239.254.96.93:8532
云南卫视,http://mc.fxxkcar.com:7088/rtp/239.69.2.25:11304
西藏卫视,http://mc.fxxkcar.com:7088/rtp/239.69.2.31:11340
内蒙古卫视,http://mc.fxxkcar.com:7088/rtp/239.69.2.43:11412
新疆卫视,http://mc.fxxkcar.com:7088/rtp/239.69.2.30:11334
兵团卫视,http://mc.fxxkcar.com:7088/rtp/239.69.2.32:11346
青海卫视,http://mc.fxxkcar.com:7088/rtp/239.69.2.24:11298
陕西卫视,http://mc.fxxkcar.com:7088/rtp/239.69.2.42:11406
甘肃卫视,http://mc.fxxkcar.com:7088/rtp/239.69.2.23:11292
东方卫视,http://mc.fxxkcar.com:7088/rtp/239.254.96.142:8926
中央新影•中学生,http://mc.fxxkcar.com:7088/rtp/239.69.2.17:11256
中央新影•老故事,http://mc.fxxkcar.com:7088/rtp/239.69.1.85:10150
中国教育1台,http://mc.fxxkcar.com:7088/rtp/239.69.1.110:10298
中国教育3台,http://mc.fxxkcar.com:7088/rtp/239.69.1.183:10734
中国教育4台,http://mc.fxxkcar.com:7088/rtp/239.69.1.175:10686
欢笑剧场4K,http://mc.fxxkcar.com:7088/rtp/239.69.2.5:11184
CHC高清电影,http://mc.fxxkcar.com:7088/rtp/239.69.1.241:11088
CHC动作电影,http://mc.fxxkcar.com:7088/rtp/239.69.1.242:11094
CHC家庭影院,http://mc.fxxkcar.com:7088/rtp/239.69.1.243:11100
怀旧剧场,http://mc.fxxkcar.com:7088/rtp/239.69.1.89:10174
风云音乐,http://mc.fxxkcar.com:7088/rtp/239.69.1.90:10180
世界地理,http://mc.fxxkcar.com:7088/rtp/239.69.1.91:10186
第一剧场,http://mc.fxxkcar.com:7088/rtp/239.69.1.74:10084
北京卡酷少儿,http://mc.fxxkcar.com:7088/rtp/239.69.1.193:10800
湖南金鹰卡通,http://mc.fxxkcar.com:7088/rtp/239.69.1.248:11130
新动漫,http://mc.fxxkcar.com:7088/rtp/239.69.1.187:10764
湖南金鹰纪实,http://mc.fxxkcar.com:7088/rtp/239.69.1.109:10292

湖北经视,http:/124.220.188.165:7088/rtp/239.69.1.41:9886
湖北综合,http:/124.220.188.165:7088/rtp/239.69.1.42:9892
湖北垄上,http:/124.220.188.165:7088/rtp/239.69.1.43:9898
湖北公共,http:/124.220.188.165:7088/rtp/239.69.1.40:9880
湖北影视,http:/124.220.188.165:7088/rtp/239.69.1.204:10866
湖北教育,http:/124.220.188.165:7088/rtp/239.69.1.206:10878
湖北生活,http:/124.220.188.165:7088/rtp/239.69.1.205:10872
CCTV4K,http:/124.220.188.165:7088/rtp/239.69.1.111:10304
北京卫视4K,http:/124.220.188.165:7088/rtp/239.69.2.22:11286
四川卫视4K,http:/124.220.188.165:7088/rtp/239.69.2.39:11388
山东卫视4K,http:/124.220.188.165:7088/rtp/239.69.2.38:11382
广东卫视4K,http:/124.220.188.165:7088/rtp/239.69.2.27:11316
江苏卫视4K,http:/124.220.188.165:7088/rtp/239.69.2.36:11370
浙江卫视4K,http:/124.220.188.165:7088/rtp/239.69.2.35:11364
